CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,YEAR
90,CH,96322,A,14,0,,2.07246,0.2126,0.16207,AMARELA,1019,,,2021
82,CH,82447,D,24,0,,3.12246,1.34418,0.1608,AMARELA,1019,,,2021
84,CH,85029,E,25,0,,3.06514,0.34472,0.16031,AMARELA,1019,,,2021
83,CH,86807,A,17,0,,1.67822,0.92773,0.15131,AMARELA,1019,,,2021
85,CH,96021,E,18,0,,1.04531,2.10927,0.18524,AMARELA,1019,,,2021
81,CH,89310,E,2,0,,1.61559,0.25915,0.17511,AMARELA,1019,,,2021
78,CH,118013,A,27,0,,1.30256,-0.2791,0.19424,AMARELA,1019,,,2021
79,CH,112132,C,28,0,,1.03028,0.60687,0.18024,AMARELA,1019,,,2021
80,CH,89635,A,29,0,,1.52437,1.50585,0.23945,AMARELA,1019,,,2021
74,CH,84400,E,19,0,,2.75754,1.21741,0.28161,AMARELA,1019,,,2021
75,CH,26280,B,21,0,,1.12148,0.7962,0.21233,AMARELA,1019,,,2021
76,CH,112034,A,11,0,,1.73376,0.58793,0.16204,AMARELA,1019,,,2021
71,CH,111986,A,5,0,,2.49144,1.55206,0.25429,AMARELA,1019,,,2021
86,CH,18419,D,18,0,,2.58493,0.33247,0.14252,AMARELA,1019,,,2021
77,CH,86294,A,24,0,,2.90062,1.9314,0.1127,AMARELA,1019,,,2021
72,CH,87232,B,18,0,,2.04727,0.60714,0.1923,AMARELA,1019,,,2021
66,CH,98098,B,15,0,,2.49136,0.36085,0.1842,AMARELA,1019,,,2021
67,CH,111853,E,14,0,,1.41409,0.39187,0.21947,AMARELA,1019,,,2021
68,CH,87520,D,16,0,,1.93415,0.99175,0.19874,AMARELA,1019,,,2021
65,CH,89191,E,14,0,,1.96026,0.76128,0.15989,AMARELA,1019,,,2021
62,CH,85044,B,26,0,,2.0536,0.42926,0.17206,AMARELA,1019,,,2021
63,CH,98111,C,13,0,,1.71024,1.16271,0.26342,AMARELA,1019,,,2021
69,CH,20768,D,16,0,,1.01171,-0.0541,0.20363,AMARELA,1019,,,2021
64,CH,40415,B,14,0,,2.5194,1.40264,0.14642,AMARELA,1019,,,2021
58,CH,81576,B,30,0,,0.63943,2.6604,0.11099,AMARELA,1019,,,2021
88,CH,88822,D,10,0,,2.62554,1.64878,0.20408,AMARELA,1019,,,2021
61,CH,85282,C,12,0,,1.78361,2.16305,0.21338,AMARELA,1019,,,2021
60,CH,86173,A,12,0,,2.59981,0.62025,0.17297,AMARELA,1019,,,2021
87,CH,111902,B,7,0,,2.61437,1.50387,0.21389,AMARELA,1019,,,2021
56,CH,95493,D,3,0,,1.5706,2.47827,0.23976,AMARELA,1019,,,2021
50,CH,118048,B,4,0,,2.46307,1.56036,0.08967,AMARELA,1019,,,2021
51,CH,84139,B,9,0,,2.58546,2.0948,0.13711,AMARELA,1019,,,2021
52,CH,89039,B,6,0,,2.29374,2.2257,0.21431,AMARELA,1019,,,2021
55,CH,111808,D,7,0,,1.73126,1.87006,0.19229,AMARELA,1019,,,2021
54,CH,85204,C,23,0,,1.88307,1.62308,0.27582,AMARELA,1019,,,2021
53,CH,89179,C,26,0,,1.46891,0.96834,0.20067,AMARELA,1019,,,2021
70,CH,96856,E,17,0,,2.33124,0.94362,0.17113,AMARELA,1019,,,2021
49,CH,97078,A,3,0,,1.28469,1.07436,0.17357,AMARELA,1019,,,2021
57,CH,43246,B,8,0,,1.24156,0.79745,0.25898,AMARELA,1019,,,2021
59,CH,82135,A,8,0,,2.2809,1.5656,0.25303,AMARELA,1019,,,2021
47,CH,96296,A,1,0,,2.46012,1.84199,0.13745,AMARELA,1020,,,2021
90,CH,96322,A,14,0,,2.07246,0.2126,0.16207,AMARELA,1020,,,2021
46,CH,29091,B,1,0,,2.09137,0.82933,0.15726,AMARELA,1020,,,2021
85,CH,96021,E,18,0,,1.04531,2.10927,0.18524,AMARELA,1020,,,2021
87,CH,111902,B,7,0,,2.61437,1.50387,0.21389,AMARELA,1020,,,2021
84,CH,85029,E,25,0,,3.06514,0.34472,0.16031,AMARELA,1020,,,2021
81,CH,89310,E,2,0,,1.61559,0.25915,0.17511,AMARELA,1020,,,2021
82,CH,82447,D,24,0,,3.12246,1.34418,0.1608,AMARELA,1020,,,2021
83,CH,86807,A,17,0,,1.67822,0.92773,0.15131,AMARELA,1020,,,2021
77,CH,86294,A,24,0,,2.90062,1.9314,0.1127,AMARELA,1020,,,2021
78,CH,118013,A,27,0,,1.30256,-0.2791,0.19424,AMARELA,1020,,,2021
79,CH,112132,C,28,0,,1.03028,0.60687,0.18024,AMARELA,1020,,,2021
76,CH,112034,A,11,0,,1.73376,0.58793,0.16204,AMARELA,1020,,,2021
89,CH,118052,B,20,0,,1.56596,0.79905,0.14769,AMARELA,1020,,,2021
80,CH,89635,A,29,0,,1.52437,1.50585,0.23945,AMARELA,1020,,,2021
75,CH,26280,B,21,0,,1.12148,0.7962,0.21233,AMARELA,1020,,,2021
69,CH,20768,D,16,0,,1.01171,-0.0541,0.20363,AMARELA,1020,,,2021
68,CH,87520,D,16,0,,1.93415,0.99175,0.19874,AMARELA,1020,,,2021
71,CH,111986,A,5,0,,2.49144,1.55206,0.25429,AMARELA,1020,,,2021
65,CH,89191,E,14,0,,1.96026,0.76128,0.15989,AMARELA,1020,,,2021
67,CH,111853,E,14,0,,1.41409,0.39187,0.21947,AMARELA,1020,,,2021
66,CH,98098,B,15,0,,2.49136,0.36085,0.1842,AMARELA,1020,,,2021
72,CH,87232,B,18,0,,2.04727,0.60714,0.1923,AMARELA,1020,,,2021
61,CH,85282,C,12,0,,1.78361,2.16305,0.21338,AMARELA,1020,,,2021
63,CH,98111,C,13,0,,1.71024,1.16271,0.26342,AMARELA,1020,,,2021
62,CH,85044,B,26,0,,2.0536,0.42926,0.17206,AMARELA,1020,,,2021
64,CH,40415,B,14,0,,2.5194,1.40264,0.14642,AMARELA,1020,,,2021
60,CH,86173,A,12,0,,2.59981,0.62025,0.17297,AMARELA,1020,,,2021
73,CH,82271,E,19,0,,1.36626,0.46627,0.1949,AMARELA,1020,,,2021
58,CH,81576,B,30,0,,0.63943,2.6604,0.11099,AMARELA,1020,,,2021
59,CH,82135,A,8,0,,2.2809,1.5656,0.25303,AMARELA,1020,,,2021
53,CH,89179,C,26,0,,1.46891,0.96834,0.20067,AMARELA,1020,,,2021
52,CH,89039,B,6,0,,2.29374,2.2257,0.21431,AMARELA,1020,,,2021
55,CH,111808,D,7,0,,1.73126,1.87006,0.19229,AMARELA,1020,,,2021
49,CH,97078,A,3,0,,1.28469,1.07436,0.17357,AMARELA,1020,,,2021
51,CH,84139,B,9,0,,2.58546,2.0948,0.13711,AMARELA,1020,,,2021
57,CH,43246,B,8,0,,1.24156,0.79745,0.25898,AMARELA,1020,,,2021
74,CH,84400,E,19,0,,2.75754,1.21741,0.28161,AMARELA,1020,,,2021
48,CH,111923,B,12,0,,1.13766,0.28218,0.22483,AMARELA,1020,,,2021
50,CH,118048,B,4,0,,2.46307,1.56036,0.08967,AMARELA,1020,,,2021
54,CH,85204,C,23,0,,1.88307,1.62308,0.27582,AMARELA,1020,,,2021
56,CH,95493,D,3,0,,1.5706,2.47827,0.23976,AMARELA,1020,,,2021
70,CH,96856,E,17,0,,2.33124,0.94362,0.17113,AMARELA,1020,,,2021
86,CH,18419,D,18,0,,2.58493,0.33247,0.14252,AMARELA,1020,,,2021
88,CH,88822,D,10,0,,2.62554,1.64878,0.20408,AMARELA,1020,,,2021
47,CH,96296,A,1,0,,2.46012,1.84199,0.13745,LARANJA,1021,,1,2021
88,CH,88822,D,10,0,,2.62554,1.64878,0.20408,LARANJA,1021,,1,2021
87,CH,111902,B,7,0,,2.61437,1.50387,0.21389,LARANJA,1021,,1,2021
90,CH,96322,A,14,0,,2.07246,0.2126,0.16207,LARANJA,1021,,1,2021
84,CH,85029,E,25,0,,3.06514,0.34472,0.16031,LARANJA,1021,,1,2021
86,CH,18419,D,18,0,,2.58493,0.33247,0.14252,LARANJA,1021,,1,2021
80,CH,89635,A,29,0,,1.52437,1.50585,0.23945,LARANJA,1021,,1,2021
81,CH,89310,E,2,0,,1.61559,0.25915,0.17511,LARANJA,1021,,1,2021
82,CH,82447,D,24,0,,3.12246,1.34418,0.1608,LARANJA,1021,,1,2021
79,CH,112132,C,28,0,,1.03028,0.60687,0.18024,LARANJA,1021,,1,2021
77,CH,86294,A,24,0,,2.90062,1.9314,0.1127,LARANJA,1021,,1,2021
78,CH,118013,A,27,0,,1.30256,-0.2791,0.19424,LARANJA,1021,,1,2021
72,CH,87232,B,18,0,,2.04727,0.60714,0.1923,LARANJA,1021,,1,2021
73,CH,82271,E,19,0,,1.36626,0.46627,0.1949,LARANJA,1021,,1,2021
74,CH,84400,E,19,0,,2.75754,1.21741,0.28161,LARANJA,1021,,1,2021
71,CH,111986,A,5,0,,2.49144,1.55206,0.25429,LARANJA,1021,,1,2021
68,CH,87520,D,16,0,,1.93415,0.99175,0.19874,LARANJA,1021,,1,2021
69,CH,20768,D,16,0,,1.01171,-0.0541,0.20363,LARANJA,1021,,1,2021
70,CH,96856,E,17,0,,2.33124,0.94362,0.17113,LARANJA,1021,,1,2021
64,CH,40415,B,14,0,,2.5194,1.40264,0.14642,LARANJA,1021,,1,2021
65,CH,89191,E,14,0,,1.96026,0.76128,0.15989,LARANJA,1021,,1,2021
66,CH,98098,B,15,0,,2.49136,0.36085,0.1842,LARANJA,1021,,1,2021
63,CH,98111,C,13,0,,1.71024,1.16271,0.26342,LARANJA,1021,,1,2021
76,CH,112034,A,11,0,,1.73376,0.58793,0.16204,LARANJA,1021,,1,2021
48,CH,111923,B,12,0,,1.13766,0.28218,0.22483,LARANJA,1021,,1,2021
56,CH,95493,D,3,0,,1.5706,2.47827,0.23976,LARANJA,1021,,1,2021
57,CH,43246,B,8,0,,1.24156,0.79745,0.25898,LARANJA,1021,,1,2021
58,CH,81576,B,30,0,,0.63943,2.6604,0.11099,LARANJA,1021,,1,2021
55,CH,111808,D,7,0,,1.73126,1.87006,0.19229,LARANJA,1021,,1,2021
59,CH,82135,A,8,0,,2.2809,1.5656,0.25303,LARANJA,1021,,1,2021
52,CH,89039,B,6,0,,2.29374,2.2257,0.21431,LARANJA,1021,,1,2021
54,CH,85204,C,23,0,,1.88307,1.62308,0.27582,LARANJA,1021,,1,2021
49,CH,97078,A,3,0,,1.28469,1.07436,0.17357,LARANJA,1021,,1,2021
50,CH,118048,B,4,0,,2.46307,1.56036,0.08967,LARANJA,1021,,1,2021
60,CH,86173,A,12,0,,2.59981,0.62025,0.17297,LARANJA,1021,,1,2021
61,CH,85282,C,12,0,,1.78361,2.16305,0.21338,LARANJA,1021,,1,2021
62,CH,85044,B,26,0,,2.0536,0.42926,0.17206,LARANJA,1021,,1,2021
51,CH,84139,B,9,0,,2.58546,2.0948,0.13711,LARANJA,1021,,1,2021
53,CH,89179,C,26,0,,1.46891,0.96834,0.20067,LARANJA,1021,,1,2021
67,CH,111853,E,14,0,,1.41409,0.39187,0.21947,LARANJA,1021,,1,2021
75,CH,26280,B,21,0,,1.12148,0.7962,0.21233,LARANJA,1021,,1,2021
83,CH,86807,A,17,0,,1.67822,0.92773,0.15131,LARANJA,1021,,1,2021
85,CH,96021,E,18,0,,1.04531,2.10927,0.18524,LARANJA,1021,,1,2021
89,CH,118052,B,20,0,,1.56596,0.79905,0.14769,LARANJA,1021,,1,2021
46,CH,29091,B,1,0,,2.09137,0.82933,0.15726,LARANJA,1021,,1,2021
87,CH,111902,B,7,0,,2.61437,1.50387,0.21389,LARANJA,1022,,1,2021
88,CH,88822,D,10,0,,2.62554,1.64878,0.20408,LARANJA,1022,,1,2021
86,CH,18419,D,18,0,,2.58493,0.33247,0.14252,LARANJA,1022,,1,2021
89,CH,118052,B,20,0,,1.56596,0.79905,0.14769,LARANJA,1022,,1,2021
83,CH,86807,A,17,0,,1.67822,0.92773,0.15131,LARANJA,1022,,1,2021
84,CH,85029,E,25,0,,3.06514,0.34472,0.16031,LARANJA,1022,,1,2021
90,CH,96322,A,14,0,,2.07246,0.2126,0.16207,LARANJA,1022,,1,2021
85,CH,96021,E,18,0,,1.04531,2.10927,0.18524,LARANJA,1022,,1,2021
79,CH,112132,C,28,0,,1.03028,0.60687,0.18024,LARANJA,1022,,1,2021
46,CH,29091,B,1,0,,2.09137,0.82933,0.15726,LARANJA,1022,,1,2021
81,CH,89310,E,2,0,,1.61559,0.25915,0.17511,LARANJA,1022,,1,2021
78,CH,118013,A,27,0,,1.30256,-0.2791,0.19424,LARANJA,1022,,1,2021
76,CH,112034,A,11,0,,1.73376,0.58793,0.16204,LARANJA,1022,,1,2021
77,CH,86294,A,24,0,,2.90062,1.9314,0.1127,LARANJA,1022,,1,2021
71,CH,111986,A,5,0,,2.49144,1.55206,0.25429,LARANJA,1022,,1,2021
72,CH,87232,B,18,0,,2.04727,0.60714,0.1923,LARANJA,1022,,1,2021
73,CH,82271,E,19,0,,1.36626,0.46627,0.1949,LARANJA,1022,,1,2021
70,CH,96856,E,17,0,,2.33124,0.94362,0.17113,LARANJA,1022,,1,2021
67,CH,111853,E,14,0,,1.41409,0.39187,0.21947,LARANJA,1022,,1,2021
74,CH,84400,E,19,0,,2.75754,1.21741,0.28161,LARANJA,1022,,1,2021
68,CH,87520,D,16,0,,1.93415,0.99175,0.19874,LARANJA,1022,,1,2021
69,CH,20768,D,16,0,,1.01171,-0.0541,0.20363,LARANJA,1022,,1,2021
63,CH,98111,C,13,0,,1.71024,1.16271,0.26342,LARANJA,1022,,1,2021
65,CH,89191,E,14,0,,1.96026,0.76128,0.15989,LARANJA,1022,,1,2021
75,CH,26280,B,21,0,,1.12148,0.7962,0.21233,LARANJA,1022,,1,2021
61,CH,85282,C,12,0,,1.78361,2.16305,0.21338,LARANJA,1022,,1,2021
60,CH,86173,A,12,0,,2.59981,0.62025,0.17297,LARANJA,1022,,1,2021
62,CH,85044,B,26,0,,2.0536,0.42926,0.17206,LARANJA,1022,,1,2021
59,CH,82135,A,8,0,,2.2809,1.5656,0.25303,LARANJA,1022,,1,2021
48,CH,111923,B,12,0,,1.13766,0.28218,0.22483,LARANJA,1022,,1,2021
56,CH,95493,D,3,0,,1.5706,2.47827,0.23976,LARANJA,1022,,1,2021
64,CH,40415,B,14,0,,2.5194,1.40264,0.14642,LARANJA,1022,,1,2021
66,CH,98098,B,15,0,,2.49136,0.36085,0.1842,LARANJA,1022,,1,2021
80,CH,89635,A,29,0,,1.52437,1.50585,0.23945,LARANJA,1022,,1,2021
82,CH,82447,D,24,0,,3.12246,1.34418,0.1608,LARANJA,1022,,1,2021
58,CH,81576,B,30,0,,0.63943,2.6604,0.11099,LARANJA,1022,,1,2021
53,CH,89179,C,26,0,,1.46891,0.96834,0.20067,LARANJA,1022,,1,2021
54,CH,85204,C,23,0,,1.88307,1.62308,0.27582,LARANJA,1022,,1,2021
55,CH,111808,D,7,0,,1.73126,1.87006,0.19229,LARANJA,1022,,1,2021
49,CH,97078,A,3,0,,1.28469,1.07436,0.17357,LARANJA,1022,,1,2021
50,CH,118048,B,4,0,,2.46307,1.56036,0.08967,LARANJA,1022,,1,2021
51,CH,84139,B,9,0,,2.58546,2.0948,0.13711,LARANJA,1022,,1,2021
47,CH,96296,A,1,0,,2.46012,1.84199,0.13745,LARANJA,1022,,1,2021
57,CH,43246,B,8,0,,1.24156,0.79745,0.25898,LARANJA,1022,,1,2021
52,CH,89039,B,6,0,,2.29374,2.2257,0.21431,LARANJA,1022,,1,2021
1,LC,112042,C,7,0,,2.00076,0.26863,0.0789,AZUL,889,1,,2021
1,LC,111852,C,7,0,,3.02127,0.71646,0.18997,AZUL,889,0,,2021
2,LC,118292,A,8,0,,1.86272,0.34935,0.27244,AZUL,889,0,,2021
2,LC,89505,A,8,0,,1.49099,1.12765,0.17633,AZUL,889,1,,2021
3,LC,118145,A,5,0,,2.57602,0.57464,0.19619,AZUL,889,0,,2021
3,LC,117572,E,5,0,,2.02578,1.05526,0.05391,AZUL,889,1,,2021
4,LC,81488,B,5,0,,3.48892,0.84356,0.12705,AZUL,889,0,,2021
4,LC,85244,A,5,0,,3.01335,0.18654,0.26635,AZUL,889,1,,2021
5,LC,63712,B,6,0,,2.528,1.55393,0.29354,AZUL,889,0,,2021
5,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,AZUL,889,1,,2021
6,LC,15069,B,1,0,,1.77244,0.23114,0.00953,AZUL,889,,,2021
7,LC,120165,D,25,0,,2.9592,0.57101,0.16401,AZUL,889,,,2021
8,LC,118073,C,24,0,,1.68791,0.79504,0.13105,AZUL,889,,,2021
9,LC,86462,D,20,0,,2.38262,0.23283,0.11832,AZUL,889,,,2021
10,LC,97519,E,18,0,,2.39514,-0.22063,0.05035,AZUL,889,,,2021
11,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,AZUL,889,,,2021
12,LC,118201,D,2,0,,0.79399,-0.42733,0.23668,AZUL,889,,,2021
13,LC,118251,C,21,0,,0.27414,4.27494,0.08273,AZUL,889,,,2021
14,LC,120342,E,3,0,,1.58638,1.45518,0.22273,AZUL,889,,,2021
15,LC,120646,D,14,0,,1.57672,1.15232,0.16243,AZUL,889,,,2021
16,LC,86515,B,24,0,,2.19688,0.92018,0.10506,AZUL,889,,,2021
17,LC,120170,E,9,0,,1.9866,1.65243,0.11374,AZUL,889,,,2021
18,LC,31981,D,12,0,,2.08211,0.59859,0.17197,AZUL,889,,,2021
19,LC,118218,D,9,0,,2.68787,0.62089,0.26778,AZUL,889,,,2021
20,LC,120623,D,30,0,,1.58074,1.24997,0.12025,AZUL,889,,,2021
21,LC,83331,A,22,0,,2.89764,0.57674,0.16815,AZUL,889,,,2021
22,LC,86329,B,26,0,,1.80201,0.20928,0.18024,AZUL,889,,,2021
23,LC,119763,B,14,0,,3.83474,0.4663,0.21265,AZUL,889,,,2021
24,LC,118240,B,15,1,N�o permitiu a converg�ncia do algoritmo de estima��o da TRI,,,,AZUL,889,,,2021
25,LC,118279,B,16,0,,3.09031,2.70264,0.06863,AZUL,889,,,2021
26,LC,118269,D,18,0,,0.88199,2.40855,0.2075,AZUL,889,,,2021
27,LC,15105,E,12,0,,1.54517,1.71461,0.23079,AZUL,889,,,2021
28,LC,120627,B,28,0,,1.99613,1.20044,0.05794,AZUL,889,,,2021
29,LC,96262,C,23,0,,2.71876,0.24855,0.1477,AZUL,889,,,2021
30,LC,120154,E,27,0,,2.51375,1.26329,0.13472,AZUL,889,,,2021
31,LC,118205,A,11,0,,1.01454,0.06185,0.06182,AZUL,889,,,2021
32,LC,120375,D,19,0,,2.39615,1.63316,0.20335,AZUL,889,,,2021
33,LC,18745,A,4,0,,2.3308,1.6301,0.13047,AZUL,889,,,2021
34,LC,120340,B,21,0,,0.5311,0.41917,0.23722,AZUL,889,,,2021
35,LC,39441,D,17,0,,1.19989,0.74738,0.0877,AZUL,889,,,2021
36,LC,120560,B,13,0,,1.99754,2.27789,0.292,AZUL,889,,,2021
37,LC,120643,A,23,0,,2.94256,0.17547,0.22258,AZUL,889,,,2021
38,LC,118302,C,16,0,,1.4717,2.17279,0.19556,AZUL,889,,,2021
39,LC,118231,A,25,0,,1.42609,-0.65267,0.00765,AZUL,889,,,2021
40,LC,118250,C,17,0,,1.91893,0.83254,0.0852,AZUL,889,,,2021
41,LC,37831,D,16,0,,0.66145,1.56218,0.00747,AZUL,889,,,2021
42,LC,118293,C,10,0,,0.80105,2.47968,0.05719,AZUL,889,,,2021
43,LC,118258,D,13,1,N�o permitiu a converg�ncia do algoritmo de estima��o da TRI,,,,AZUL,889,,,2021
44,LC,120639,D,29,0,,2.45537,0.7477,0.10142,AZUL,889,,,2021
45,LC,86594,C,23,0,,2.2723,1.56986,0.20724,AZUL,889,,,2021
2,LC,81488,B,5,0,,3.48892,0.84356,0.12705,AMARELA,890,0,,2021
3,LC,63712,B,6,0,,2.528,1.55393,0.29354,AMARELA,890,0,,2021
4,LC,111852,C,7,0,,3.02127,0.71646,0.18997,AMARELA,890,0,,2021
5,LC,118292,A,8,0,,1.86272,0.34935,0.27244,AMARELA,890,0,,2021
1,LC,117572,E,5,0,,2.02578,1.05526,0.05391,AMARELA,890,1,,2021
2,LC,85244,A,5,0,,3.01335,0.18654,0.26635,AMARELA,890,1,,2021
3,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,AMARELA,890,1,,2021
4,LC,112042,C,7,0,,2.00076,0.26863,0.0789,AMARELA,890,1,,2021
5,LC,89505,A,8,0,,1.49099,1.12765,0.17633,AMARELA,890,1,,2021
6,LC,118258,D,13,1,N�o permitiu a converg�ncia do algoritmo de estima��o da TRI,,,,AMARELA,890,,,2021
7,LC,120639,D,29,0,,2.45537,0.7477,0.10142,AMARELA,890,,,2021
8,LC,86594,C,23,0,,2.2723,1.56986,0.20724,AMARELA,890,,,2021
9,LC,118231,A,25,0,,1.42609,-0.65267,0.00765,AMARELA,890,,,2021
10,LC,118250,C,17,0,,1.91893,0.83254,0.0852,AMARELA,890,,,2021
11,LC,37831,D,16,0,,0.66145,1.56218,0.00747,AMARELA,890,,,2021
12,LC,118293,C,10,0,,0.80105,2.47968,0.05719,AMARELA,890,,,2021
13,LC,118205,A,11,0,,1.01454,0.06185,0.06182,AMARELA,890,,,2021
14,LC,120375,D,19,0,,2.39615,1.63316,0.20335,AMARELA,890,,,2021
15,LC,18745,A,4,0,,2.3308,1.6301,0.13047,AMARELA,890,,,2021
16,LC,86329,B,26,0,,1.80201,0.20928,0.18024,AMARELA,890,,,2021
17,LC,119763,B,14,0,,3.83474,0.4663,0.21265,AMARELA,890,,,2021
18,LC,118240,B,15,1,N�o permitiu a converg�ncia do algoritmo de estima��o da TRI,,,,AMARELA,890,,,2021
19,LC,118279,B,16,0,,3.09031,2.70264,0.06863,AMARELA,890,,,2021
20,LC,118269,D,18,0,,0.88199,2.40855,0.2075,AMARELA,890,,,2021
21,LC,15105,E,12,0,,1.54517,1.71461,0.23079,AMARELA,890,,,2021
22,LC,120627,B,28,0,,1.99613,1.20044,0.05794,AMARELA,890,,,2021
23,LC,120560,B,13,0,,1.99754,2.27789,0.292,AMARELA,890,,,2021
24,LC,120643,A,23,0,,2.94256,0.17547,0.22258,AMARELA,890,,,2021
25,LC,118302,C,16,0,,1.4717,2.17279,0.19556,AMARELA,890,,,2021
26,LC,97519,E,18,0,,2.39514,-0.22063,0.05035,AMARELA,890,,,2021
27,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,AMARELA,890,,,2021
28,LC,118201,D,2,0,,0.79399,-0.42733,0.23668,AMARELA,890,,,2021
29,LC,118251,C,21,0,,0.27414,4.27494,0.08273,AMARELA,890,,,2021
30,LC,120342,E,3,0,,1.58638,1.45518,0.22273,AMARELA,890,,,2021
31,LC,120340,B,21,0,,0.5311,0.41917,0.23722,AMARELA,890,,,2021
32,LC,39441,D,17,0,,1.19989,0.74738,0.0877,AMARELA,890,,,2021
33,LC,120623,D,30,0,,1.58074,1.24997,0.12025,AMARELA,890,,,2021
34,LC,83331,A,22,0,,2.89764,0.57674,0.16815,AMARELA,890,,,2021
35,LC,96262,C,23,0,,2.71876,0.24855,0.1477,AMARELA,890,,,2021
36,LC,120154,E,27,0,,2.51375,1.26329,0.13472,AMARELA,890,,,2021
37,LC,120170,E,9,0,,1.9866,1.65243,0.11374,AMARELA,890,,,2021
38,LC,31981,D,12,0,,2.08211,0.59859,0.17197,AMARELA,890,,,2021
39,LC,118218,D,9,0,,2.68787,0.62089,0.26778,AMARELA,890,,,2021
40,LC,120646,D,14,0,,1.57672,1.15232,0.16243,AMARELA,890,,,2021
41,LC,86515,B,24,0,,2.19688,0.92018,0.10506,AMARELA,890,,,2021
42,LC,118073,C,24,0,,1.68791,0.79504,0.13105,AMARELA,890,,,2021
43,LC,86462,D,20,0,,2.38262,0.23283,0.11832,AMARELA,890,,,2021
44,LC,15069,B,1,0,,1.77244,0.23114,0.00953,AMARELA,890,,,2021
45,LC,120165,D,25,0,,2.9592,0.57101,0.16401,AMARELA,890,,,2021
1,LC,118145,A,5,0,,2.57602,0.57464,0.19619,AMARELA,890,0,,2021
41,LC,120154,E,27,0,,2.51375,1.26329,0.13472,ROSA,891,,,2021
42,LC,86329,B,26,0,,1.80201,0.20928,0.18024,ROSA,891,,,2021
43,LC,119763,B,14,0,,3.83474,0.4663,0.21265,ROSA,891,,,2021
44,LC,118240,B,15,1,N�o permitiu a converg�ncia do algoritmo de estima��o da TRI,,,,ROSA,891,,,2021
45,LC,118279,B,16,0,,3.09031,2.70264,0.06863,ROSA,891,,,2021
1,LC,118292,A,8,0,,1.86272,0.34935,0.27244,ROSA,891,0,,2021
4,LC,81488,B,5,0,,3.48892,0.84356,0.12705,ROSA,891,0,,2021
3,LC,118145,A,5,0,,2.57602,0.57464,0.19619,ROSA,891,0,,2021
2,LC,111852,C,7,0,,3.02127,0.71646,0.18997,ROSA,891,0,,2021
4,LC,117572,E,5,0,,2.02578,1.05526,0.05391,ROSA,891,1,,2021
3,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,ROSA,891,1,,2021
2,LC,112042,C,7,0,,2.00076,0.26863,0.0789,ROSA,891,1,,2021
1,LC,89505,A,8,0,,1.49099,1.12765,0.17633,ROSA,891,1,,2021
5,LC,63712,B,6,0,,2.528,1.55393,0.29354,ROSA,891,0,,2021
10,LC,120375,D,19,0,,2.39615,1.63316,0.20335,ROSA,891,,,2021
9,LC,118205,A,11,0,,1.01454,0.06185,0.06182,ROSA,891,,,2021
8,LC,120342,E,3,0,,1.58638,1.45518,0.22273,ROSA,891,,,2021
7,LC,118251,C,21,0,,0.27414,4.27494,0.08273,ROSA,891,,,2021
6,LC,118201,D,2,0,,0.79399,-0.42733,0.23668,ROSA,891,,,2021
5,LC,85244,A,5,0,,3.01335,0.18654,0.26635,ROSA,891,1,,2021
14,LC,118231,A,25,0,,1.42609,-0.65267,0.00765,ROSA,891,,,2021
15,LC,118250,C,17,0,,1.91893,0.83254,0.0852,ROSA,891,,,2021
13,LC,39441,D,17,0,,1.19989,0.74738,0.0877,ROSA,891,,,2021
12,LC,120340,B,21,0,,0.5311,0.41917,0.23722,ROSA,891,,,2021
19,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,ROSA,891,,,2021
21,LC,120165,D,25,0,,2.9592,0.57101,0.16401,ROSA,891,,,2021
20,LC,15069,B,1,0,,1.77244,0.23114,0.00953,ROSA,891,,,2021
22,LC,120623,D,30,0,,1.58074,1.24997,0.12025,ROSA,891,,,2021
11,LC,18745,A,4,0,,2.3308,1.6301,0.13047,ROSA,891,,,2021
23,LC,83331,A,22,0,,2.89764,0.57674,0.16815,ROSA,891,,,2021
24,LC,120646,D,14,0,,1.57672,1.15232,0.16243,ROSA,891,,,2021
25,LC,86515,B,24,0,,2.19688,0.92018,0.10506,ROSA,891,,,2021
26,LC,120170,E,9,0,,1.9866,1.65243,0.11374,ROSA,891,,,2021
18,LC,97519,E,18,0,,2.39514,-0.22063,0.05035,ROSA,891,,,2021
27,LC,31981,D,12,0,,2.08211,0.59859,0.17197,ROSA,891,,,2021
28,LC,118218,D,9,0,,2.68787,0.62089,0.26778,ROSA,891,,,2021
29,LC,118269,D,18,0,,0.88199,2.40855,0.2075,ROSA,891,,,2021
30,LC,15105,E,12,0,,1.54517,1.71461,0.23079,ROSA,891,,,2021
17,LC,118293,C,10,0,,0.80105,2.47968,0.05719,ROSA,891,,,2021
31,LC,120627,B,28,0,,1.99613,1.20044,0.05794,ROSA,891,,,2021
